search_term	prefix	rule_name	confidence	all_fields_raw_rows	prior_accepted_rows	non_target_organism_rows	target_organism_rows	clear_noise_rows	current_policy_recommendation	field_strategy_recommendation	example_title
CFBP[All Fields] AND 7955[All Fields]	CFBP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CFBP[All Fields] AND 8353[All Fields]	CFBP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Microbe sample from Xanthomonas prunicola CFBP8353
CFBP[All Fields] AND 8354[All Fields]	CFBP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Microbe sample from Xanthomonas prunicola CFBP8354
CFBP[All Fields] AND 8355[All Fields]	CFBP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Microbe sample from Xanthomonas prunicola CFBP 8355
CFPB[All Fields] AND 7263[All Fields]	CFPB	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CHAND[All Fields] AND 4[All Fields]	CHAND	person_or_local_reference_code	low	1	1	0	1	0	keep_default	manual_review_only	Genome sequencing of Xanthomonas sp. NCPPB 3761
CIAT[All Fields] AND 1164[All Fields]	CIAT	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CIAT[All Fields] AND 1185[All Fields]	CIAT	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CIAT[All Fields] AND 1195[All Fields]	CIAT	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CIA[All Fields] AND 2836[All Fields]	CIA	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CIP[All Fields] AND 100069[All Fields]	CIP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CNBP[All Fields] AND 1192[All Fields]	CNBP	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
COOPER[All Fields] AND 2132A[All Fields]	COOPER	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
COOPER[All Fields] AND 2132B[All Fields]	COOPER	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CPBF[All Fields] AND 1521[All Fields]	CPBF	contextual_reference_code	medium	1	1	0	1	0	manual_review_only	replace_all_fields_with_text_word_and_organism	Xanthomonas arboricola pv. juglandis CPBF 1521
CSL[All Fields] AND 20313251[All Fields]	CSL	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CSL[All Fields] AND 20313511[All Fields]	CSL	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CSL[All Fields] AND 962462[All Fields]	CSL	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CSL[All Fields] AND 972199[All Fields]	CSL	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CUGNSI[All Fields] AND 2[All Fields]	CUGNSI	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CVCPB[All Fields] AND 1696[All Fields]	CVCPB	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
CVCPB[All Fields] AND 1806[All Fields]	CVCPB	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DAR[All Fields] AND 26146[All Fields]	DAR	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DERVISH[All Fields] AND 1356[All Fields] AND 2[All Fields]	DERVISH	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DOWSON[All Fields] AND 175[All Fields]	DOWSON	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DOWSON[All Fields] AND 1939[All Fields]	DOWSON	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DOWSON[All Fields] AND 265[All Fields]	DOWSON	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DOWSON[All Fields] AND 266[All Fields]	DOWSON	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DSK[All Fields] AND 129[All Fields]	DSK	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DSMZ[All Fields] AND 3583[All Fields]	DSMZ	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DSMZ[All Fields] AND 3587[All Fields]	DSMZ	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DSM[All Fields] AND 18956[All Fields]	DSM	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Microbe sample from Xanthomonas pisi DSM 18956
DSM[All Fields] AND 18957[All Fields]	DSM	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DSM[All Fields] AND 18958[All Fields]	DSM	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DSM[All Fields] AND 18975[All Fields]	DSM	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Xanthomonas perforans DSM 18975
DSM[All Fields] AND 19077[All Fields]	DSM	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Microbe sample from Xanthomonas hyacinthi DSM 19077
DSM[All Fields] AND 19127[All Fields]	DSM	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DSM[All Fields] AND 19128[All Fields]	DSM	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DSM[All Fields] AND 24447[All Fields]	DSM	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
DUFF[All Fields] AND 19206[All Fields]	DUFF	person_or_local_reference_code	low	1	1	0	1	0	keep_default	manual_review_only	Genome sequencing of Xanthomonas campestris pv. fici NCPPB 3796
DUFF[All Fields] AND 19207[All Fields]	DUFF	person_or_local_reference_code	low	1	1	0	1	0	keep_default	manual_review_only	Genome sequencing of Xanthomonas campestris pv. fici NCPPB 3795
EGLI[All Fields] AND 702[All Fields]	EGLI	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
EGLI[All Fields] AND 703[All Fields]	EGLI	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
EGLI[All Fields] AND 704[All Fields]	EGLI	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
EGLI[All Fields] AND 705[All Fields]	EGLI	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
EGLI[All Fields] AND 705[All Fields]	EGLI	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
EGLI[All Fields] AND 706[All Fields]	EGLI	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
EGLI[All Fields] AND 707[All Fields]	EGLI	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
EUPH[All Fields] AND 1[All Fields]	EUPH	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
EUPH[All Fields] AND 3[All Fields]	EUPH	general_code_candidate	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
FDC[All Fields] AND 012[All Fields]	FDC	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
FR[All Fields] AND 58B[All Fields]	FR	general_code_candidate	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
GBBC[All Fields] AND 2123[All Fields]	GBBC	contextual_reference_code	medium	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism	Xanthomonas hydrangeae LMG 31884
GBBC[All Fields] AND 2199[All Fields]	GBBC	contextual_reference_code	medium	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism	Xanthomonas hydrangeae LMG 31886
GRASSO[All Fields] AND 3[All Fields]	GRASSO	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
GRASSO[All Fields] AND 6[All Fields]	GRASSO	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HACC[All Fields] AND 179[All Fields]	HACC	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HACC[All Fields] AND 180[All Fields]	HACC	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HACC[All Fields] AND 181[All Fields]	HACC	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HACC[All Fields] AND 182[All Fields]	HACC	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HACC[All Fields] AND 183[All Fields]	HACC	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HACC[All Fields] AND 184[All Fields]	HACC	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HACC[All Fields] AND 185[All Fields]	HACC	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HAGBORG[All Fields] AND 1910[All Fields]	HAGBORG	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HAYWARD[All Fields] AND 0365[All Fields]	HAYWARD	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
HELLMERS[All Fields] AND 69[All Fields]	HELLMERS	person_or_local_reference_code	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IAO[All Fields] AND 2[All Fields]	IAO	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBBF[All Fields] AND 105[All Fields]	IBBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBBF[All Fields] AND 165[All Fields]	IBBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 1472[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 1497[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 1583[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 1594[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 1925[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 250[All Fields]	IBSBF	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 341[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 368[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 392[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 444[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 505[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 506[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 511[All Fields]	IBSBF	uppercase_general_code	medium	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3441
IBSBF[All Fields] AND 575[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 576[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 618[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 68[All Fields]	IBSBF	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 771[All Fields]	IBSBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSBF[All Fields] AND 90[All Fields]	IBSBF	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSF[All Fields] AND 512[All Fields]	IBSF	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSF[All Fields] AND 575[All Fields]	IBSF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSP[All Fields] AND 124[All Fields]	IBSP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSP[All Fields] AND 164[All Fields]	IBSP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IBSP[All Fields] AND XM1[All Fields]	IBSP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Genome sequencing of Xanthomonas marantae Zagatto & Pereira 1963
ICMP[All Fields] AND 10007[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 10194[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 10195[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 10197[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 1028[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 11059[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 11060[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 11134[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 11536[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 12321[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 12476[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 12545[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 12547[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 13091[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 13093[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 13401[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 1404[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris
ICMP[All Fields] AND 1488[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 15804[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 15806[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	strain ICMP 15806 of Xanthomonas fuscans subsp. aurantifolii
ICMP[All Fields] AND 15863[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 1617[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 16316[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 16317[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Xanthomonas translucens pv. pistaciae ICMP 16317
ICMP[All Fields] AND 16473[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 16775[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	strain ICMP 16775 of Xanthomonas cynarae
ICMP[All Fields] AND 18269[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 18270[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 1921[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 194[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 196[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 203[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 217[All Fields] AND 62[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 220[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 2299[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 2372[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 2374[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 239[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 2415[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 248[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 2780[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 2870[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3030[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3033[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3034[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3036[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 305[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3102[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3103[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3125[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3151[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 318[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 326[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 333[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 336[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3518[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 359[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 360[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 367[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3865[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3867[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3945[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 3965[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 4292[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 4294[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 4298[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 4321[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Xanthomonas hortorum pv. pelargonii CFBP 2533
ICMP[All Fields] AND 437[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 439[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 441[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 444[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 445[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 446[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 4805[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris
ICMP[All Fields] AND 5159[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5380[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5381[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5382[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 570[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	strain ICMP 570 of Xanthomonas pisi
ICMP[All Fields] AND 5717[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5718[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5719[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 571[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5722[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5723[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5724[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5725[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5726[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Xanthomonas arboricola pv. corylina CFBP 1159
ICMP[All Fields] AND 5727[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5729[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 572[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5730[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5731[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5732[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5733[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5735[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5736[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5737[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5738[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5739[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5740[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
